captured_at,topic,intent,source_count,max_score,evidence_use,recommended_next_action
2026-06-19T03:23:41.891Z,6 best ai prospecting tools our picks for 2026,vendor_evaluation,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,sales outreach tools that integrate with your crm our favorite picks for 2026,vendor_evaluation,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,future of ai in customer relationship management what s coming next,other,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,real ai crm use cases driving revenue growth in 2025,other,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,5 best ai crms for real estate agents the 2026 roundup,vendor_evaluation,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,what is an ai agent a plain-english guide,definition,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,10 seo trends i ve seen firsthand in 2026 with data,other,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,why category entry points belong in every ai search strategy,other,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,how to prove incremental marketing impact with linkedin s new tools,how_to,5,50,discovery_only,monitor_until_stronger_signal
2026-06-19T03:23:41.891Z,automated seo what it is and how it works in 2026,other,3,50,discovery_only,monitor_until_stronger_signal
