query_id,source_id,source_type,source_record_id,query,normalized_query,canonical_query_key,intent,funnel_stage,audience,pillar_id,topic_id,surface,country,language,observed_at,page_url,device,volume,difficulty,impressions,clicks,ctr,avg_position,trend_delta,trend_window,confidence,evidence_use,allowed_public_use,raw_path,notes
dq-0011,ai-citation-log-2026-06-20,manual_ai_prompt_export,2026-06-18|google_ai_overview|https://sellinpublic.co/blog/employee-generated-content-infrastructure/,employee-generated content vs employee advocacy,employee-generated content vs employee advocacy,employee-generated content employee advocacy,comparison,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-egc-vs-advocacy,google_ai_overview,US,en,2026-06-18,https://sellinpublic.co/blog/employee-generated-content-infrastructure/,,,,,,,,,,medium,discovery_only,none,analytics/ai_citation_log.csv,"AI citation observation. Missing angle: Missing Sell In Public's B2B infrastructure, governance, enablement, measurement, and repurposing workflow angle.. Recommended action: Add an answer-first EGC versus employee advocacy comparison section that distinguishes company-led distribution from a governed employee expertise system tied to measurement, repurposing, sales, recruiting, and marketing workflows.."
dq-0012,ai-citation-log-2026-06-20,manual_ai_prompt_export,2026-06-18|google_search|https://sellinpublic.co/blog/employee-generated-content-infrastructure/,employee-generated content vs employee advocacy,employee-generated content vs employee advocacy,employee-generated content employee advocacy,comparison,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-egc-vs-advocacy,google_search,US,en,2026-06-18,https://sellinpublic.co/blog/employee-generated-content-infrastructure/,,,,,,,,,,medium,discovery_only,none,analytics/ai_citation_log.csv,"AI citation observation. Missing angle: Current Sell In Public page covers the distinction, but the live route is unavailable and there is no dedicated comparison asset indexed.. Recommended action: expand."
dq-0013,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-013,"What is employee-generated content, and how is it different from employee advocacy?",what is employee-generated content and how is it different from employee advocacy,employee-generated content it different employee advocacy,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-egc-definition,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: collect owner revisions before producing post 3
dq-0014,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-014,How is employee-generated content different from employee advocacy?,how is employee-generated content different from employee advocacy,employee-generated content different employee advocacy,comparison,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-egc-vs-advocacy,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: monitor performance and preserve owner-approved language for future posts
dq-0015,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-015,How do you turn employee expertise into useful LinkedIn posts?,how do you turn employee expertise into useful linkedin posts,do you turn employee expertise into useful linkedin posts,how_to,unknown,b2b_gtm_operator,pillar-content-operations,topic-turn-employee-expertise-into-posts,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_sme
dq-0016,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-016,What are good examples of employee-generated content in B2B?,what are good examples of employee-generated content in b2b,good examples employee-generated content in b2b,examples,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-egc-examples,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_partial
dq-0017,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-017,How should B2B teams measure employee-generated content beyond impressions?,how should b2b teams measure employee-generated content beyond impressions,b2b teams measure employee-generated content beyond impressions,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,topic-measure-egc-beyond-impressions,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_metric_sources
dq-0018,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-018,"What can B2B teams learn from Clay, Lovable, and GitLab's public content loops?",what can b2b teams learn from clay lovable and gitlab s public content loops,can b2b teams learn clay lovable gitlab s public content loops,case_study,unknown,b2b_gtm_operator,pillar-examples-case-studies,topic-clay-lovable-gitlab,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_partial
dq-0019,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-019,How should B2B sales teams build LinkedIn content infrastructure?,how should b2b sales teams build linkedin content infrastructure,b2b sales teams build linkedin content infrastructure,how_to,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,topic-linkedin-content-infrastructure,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_source_refresh
dq-0020,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-039,sales outreach tools that integrate with your crm our favorite picks for 2026,sales outreach tools that integrate with your crm our favorite picks for 2026,sales outreach tools that integrate your crm our favorite picks 2026,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0021,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-040,future of ai in customer relationship management what s coming next,future of ai in customer relationship management what s coming next,future ai in customer relationship management s coming next,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0022,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-041,real ai crm use cases driving revenue growth in 2025,real ai crm use cases driving revenue growth in 2025,real ai crm use cases driving revenue growth in 2025,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0023,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-042,5 best ai crms for real estate agents the 2026 roundup,5 best ai crms for real estate agents the 2026 roundup,5 ai crms real estate agents 2026 roundup,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0024,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-043,what is an ai agent a plain-english guide,what is an ai agent a plain-english guide,ai agent plain-english guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0025,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-044,10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 data,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0026,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-045,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0027,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-046,how to prove incremental marketing impact with linkedin s new tools,how to prove incremental marketing impact with linkedin s new tools,prove incremental marketing impact linkedin s new tools,how_to,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0028,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,trend-047,automated seo what it is and how it works in 2026,automated seo what it is and how it works in 2026,automated seo it it works in 2026,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_source_sme_example_or_pov_gap_before_packet
dq-0029,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-020,How should teams review employee-generated content without making it generic?,how should teams review employee-generated content without making it generic,teams review employee-generated content without making it generic,how_to,unknown,b2b_gtm_operator,pillar-content-operations,topic-content-review-without-killing-voice,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: turn into checklist section first
dq-0030,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-022,Should every employee post on LinkedIn?,should every employee post on linkedin,every employee post linkedin,objection,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-should-every-employee-post,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: keep as FAQ until evidence improves
dq-0031,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-021,9 ways to improve seo rankings and traffic,9 ways to improve seo rankings and traffic,9 ways improve seo rankings traffic,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0032,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-023,a new guide how to prove the value of b2b marketing,a new guide how to prove the value of b2b marketing,new guide prove value b2b marketing,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0033,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-024,the ai perception-reality gap,the ai perception-reality gap,ai perception-reality gap,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0034,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-025,How do answer engines decide which B2B content to cite?,how do answer engines decide which b2b content to cite,do answer engines decide which b2b content cite,aeo_strategy,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0035,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-026,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0036,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-027,a new resource for optimizing for generative ai in google search,a new resource for optimizing for generative ai in google search,new resource optimizing generative ai in google search,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0037,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-028,11 ways to automate seo with agent a,11 ways to automate seo with agent a,11 ways automate seo agent,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0038,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-029,how i use my ai marketing assistant after 200 hours,how i use my ai marketing assistant after 200 hours,i use my ai marketing assistant after 200 hours,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0039,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-030,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 llms txt files never get read,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0040,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-031,how to level-up from seo tactician to search visibility leader,how to level-up from seo tactician to search visibility leader,level-up seo tactician search visibility leader,how_to,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0041,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-032,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now grow your website,examples,unknown,b2b_gtm_operator,pillar-examples-case-studies,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0042,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-20,manual_topic_seed,query-033,what is ai sentiment analysis a marketer s guide,what is ai sentiment analysis a marketer s guide,ai sentiment analysis marketer s guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-20-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
