query_id,source_id,source_type,source_record_id,query,normalized_query,canonical_query_key,intent,funnel_stage,audience,pillar_id,topic_id,surface,country,language,observed_at,page_url,device,volume,difficulty,impressions,clicks,ctr,avg_position,trend_delta,trend_window,confidence,evidence_use,allowed_public_use,raw_path,notes
dq-0011,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-011,How should B2B sales teams build LinkedIn content infrastructure?,how should b2b sales teams build linkedin content infrastructure,b2b sales teams build linkedin content infrastructure,how_to,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,topic-linkedin-content-infrastructure,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_source_refresh
dq-0012,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-012,How should teams review employee-generated content without making it generic?,how should teams review employee-generated content without making it generic,teams review employee-generated content without making it generic,how_to,unknown,b2b_gtm_operator,pillar-content-operations,topic-content-review-without-killing-voice,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: turn into checklist section first
dq-0013,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,trend-047,9 ways to improve seo rankings and traffic,9 ways to improve seo rankings and traffic,9 ways improve seo rankings traffic,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0014,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-014,Should every employee post on LinkedIn?,should every employee post on linkedin,every employee post linkedin,objection,unknown,b2b_gtm_operator,pillar-employee-generated-content,topic-should-every-employee-post,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: keep as FAQ until evidence improves
dq-0015,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-013,a new guide how to prove the value of b2b marketing,a new guide how to prove the value of b2b marketing,new guide prove value b2b marketing,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0016,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-015,the ai perception-reality gap,the ai perception-reality gap,ai perception-reality gap,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0017,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-016,How do answer engines decide which B2B content to cite?,how do answer engines decide which b2b content to cite,do answer engines decide which b2b content cite,aeo_strategy,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0018,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-017,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0019,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-018,a new resource for optimizing for generative ai in google search,a new resource for optimizing for generative ai in google search,new resource optimizing generative ai in google search,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0020,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-019,11 ways to automate seo with agent a,11 ways to automate seo with agent a,11 ways automate seo agent,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0021,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-020,how i use my ai marketing assistant after 200 hours,how i use my ai marketing assistant after 200 hours,i use my ai marketing assistant after 200 hours,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0022,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-021,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 llms txt files never get read,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0023,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-022,how to level-up from seo tactician to search visibility leader,how to level-up from seo tactician to search visibility leader,level-up seo tactician search visibility leader,how_to,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0024,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-023,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now grow your website,examples,unknown,b2b_gtm_operator,pillar-examples-case-studies,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0025,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-024,what is ai sentiment analysis a marketer s guide,what is ai sentiment analysis a marketer s guide,ai sentiment analysis marketer s guide,definition,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0026,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-025,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic human users,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0027,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-026,12 seo writing tips to earn visibility 2026,12 seo writing tips to earn visibility 2026,12 seo writing tips earn visibility 2026,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0028,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-027,how rtcamp closed the ai perception gap costing them enterprise deals,how rtcamp closed the ai perception gap costing them enterprise deals,rtcamp closed ai perception gap costing them enterprise deals,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0029,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-028,why 62 of ai citations don t lead to brand mentions study,why 62 of ai citations don t lead to brand mentions study,why 62 ai citations don t lead brand mentions study,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0030,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-029,how to decide which ai search prompts to track,how to decide which ai search prompts to track,decide which ai search prompts track,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0031,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-030,google s ai search optimization guide what to do next,google s ai search optimization guide what to do next,google s ai search optimization guide do next,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0032,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-031,how to get indexed by chatgpt 2026,how to get indexed by chatgpt 2026,get indexed by chatgpt 2026,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0033,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-032,faqs for aeo how to structure answers that rank in answer engines,faqs for aeo how to structure answers that rank in answer engines,faqs aeo structure answers that rank in answer engines,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0034,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-033,schema markup for aeo how to implement it to boost answer engine visibility in 2026,schema markup for aeo how to implement it to boost answer engine visibility in 2026,schema markup aeo implement it boost answer engine visibility in 2026,how_to,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0035,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-034,keyword research for aeo a guide for winning answer engine traffic in 2026,keyword research for aeo a guide for winning answer engine traffic in 2026,keyword research aeo guide winning answer engine traffic in 2026,measurement,unknown,b2b_gtm_operator,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0036,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-035,on-page content formats answer engines actually favor new research,on-page content formats answer engines actually favor new research,on-page content formats answer engines actually favor new research,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0037,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-036,the multiplier effect how linkedin ads boosts search content and pipeline,the multiplier effect how linkedin ads boosts search content and pipeline,multiplier effect linkedin ads boosts search content pipeline,other,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0038,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-037,fear of messing up the hidden emotion driving b2b decisions,fear of messing up the hidden emotion driving b2b decisions,fear messing up hidden emotion driving b2b decisions,other,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0039,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-038,the principles of buyability why strong deals stall and what separates the vendors who get chosen,the principles of buyability why strong deals stall and what separates the vendors who get chosen,principles buyability why strong deals stall separates vendors who get chosen,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0040,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-039,how to grow your ai search visibility with linkedin content,how to grow your ai search visibility with linkedin content,grow your ai search visibility linkedin content,how_to,unknown,b2b_gtm_operator,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0041,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-040,how to rank in ai search results expert best practices,how to rank in ai search results expert best practices,rank in ai search results expert practices,how_to,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0042,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-041,6 best ai prospecting tools our picks for 2026,6 best ai prospecting tools our picks for 2026,6 ai prospecting tools our picks 2026,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0043,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,query-042,sales outreach tools that integrate with your crm our favorite picks for 2026,sales outreach tools that integrate with your crm our favorite picks for 2026,sales outreach tools that integrate your crm our favorite picks 2026,vendor_evaluation,unknown,b2b_gtm_operator,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,,,low,discovery_only,topic_direction,research/trend-intelligence/2026-06-18-daily-discovery/raw/topic-seed-2026-06-18-daily-plan-topic-seeds.csv,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
