query_id,source_id,source_type,query,normalized_query,intent,funnel_stage,pillar_id,topic_id,surface,country,language,observed_at,volume,difficulty,impressions,clicks,ctr,avg_position,trend_delta,trend_window,evidence_use,notes
dq-0011,ai-citation-log-2026-06-18,manual_ai_prompt_export,employee-generated content vs employee advocacy,employee-generated content vs employee advocacy,comparison,unknown,pillar-employee-generated-content,topic-egc-vs-advocacy,google_ai_overview,US,en,2026-06-18,,,,,,,,,discovery_only,"AI citation observation. Missing angle: Missing Sell In Public's B2B infrastructure, governance, enablement, measurement, and repurposing workflow angle.. Recommended action: Add an answer-first EGC versus employee advocacy comparison section that distinguishes company-led distribution from a governed employee expertise system tied to measurement, repurposing, sales, recruiting, and marketing workflows.."
dq-0012,ai-citation-log-2026-06-18,manual_ai_prompt_export,employee-generated content vs employee advocacy,employee-generated content vs employee advocacy,comparison,unknown,pillar-employee-generated-content,topic-egc-vs-advocacy,google_search,US,en,2026-06-18,,,,,,,,,discovery_only,"AI citation observation. Missing angle: Current Sell In Public page covers the distinction, but the live route is unavailable and there is no dedicated comparison asset indexed.. Recommended action: expand."
dq-0013,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,"What is employee-generated content, and how is it different from employee advocacy?",what is employee-generated content and how is it different from employee advocacy,other,unknown,pillar-employee-generated-content,topic-egc-definition,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: collect owner revisions before producing post 3
dq-0014,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How is employee-generated content different from employee advocacy?,how is employee-generated content different from employee advocacy,comparison,unknown,pillar-employee-generated-content,topic-egc-vs-advocacy,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: monitor performance and preserve owner-approved language for future posts
dq-0015,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How do you turn employee expertise into useful LinkedIn posts?,how do you turn employee expertise into useful linkedin posts,how_to,unknown,pillar-content-operations,topic-turn-employee-expertise-into-posts,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_sme
dq-0016,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,What are good examples of employee-generated content in B2B?,what are good examples of employee-generated content in b2b,examples,unknown,pillar-employee-generated-content,topic-egc-examples,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_partial
dq-0017,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How should B2B teams measure employee-generated content beyond impressions?,how should b2b teams measure employee-generated content beyond impressions,measurement,unknown,pillar-measurement-learning,topic-measure-egc-beyond-impressions,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_metric_sources
dq-0018,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,"What can B2B teams learn from Clay, Lovable, and GitLab's public content loops?",what can b2b teams learn from clay lovable and gitlab s public content loops,case_study,unknown,pillar-examples-case-studies,topic-clay-lovable-gitlab,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_partial
dq-0019,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How should B2B sales teams build LinkedIn content infrastructure?,how should b2b sales teams build linkedin content infrastructure,how_to,unknown,pillar-linkedin-led-gtm,topic-linkedin-content-infrastructure,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_source_refresh
dq-0020,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,sales outreach tools that integrate with your crm our favorite picks for 2026,sales outreach tools that integrate with your crm our favorite picks for 2026,vendor_evaluation,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0021,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,future of ai in customer relationship management what s coming next,future of ai in customer relationship management what s coming next,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0022,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,real ai crm use cases driving revenue growth in 2025,real ai crm use cases driving revenue growth in 2025,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0023,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,5 best ai crms for real estate agents the 2026 roundup,5 best ai crms for real estate agents the 2026 roundup,vendor_evaluation,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0024,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,what is an ai agent a plain-english guide,what is an ai agent a plain-english guide,definition,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0025,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,10 seo trends i ve seen firsthand in 2026 with data,10 seo trends i ve seen firsthand in 2026 with data,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0026,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,why category entry points belong in every ai search strategy,why category entry points belong in every ai search strategy,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0027,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to prove incremental marketing impact with linkedin s new tools,how to prove incremental marketing impact with linkedin s new tools,how_to,unknown,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,"Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:missing_topic_id,missing_pillar_id,source_readiness_unknown"
dq-0028,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,automated seo what it is and how it works in 2026,automated seo what it is and how it works in 2026,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_source_sme_example_or_pov_gap_before_packet
dq-0029,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How should teams review employee-generated content without making it generic?,how should teams review employee-generated content without making it generic,how_to,unknown,pillar-content-operations,topic-content-review-without-killing-voice,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: turn into checklist section first
dq-0030,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,Should every employee post on LinkedIn?,should every employee post on linkedin,objection,unknown,pillar-employee-generated-content,topic-should-every-employee-post,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: keep as FAQ until evidence improves
dq-0031,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,9 ways to improve seo rankings and traffic,9 ways to improve seo rankings and traffic,measurement,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0032,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,a new guide how to prove the value of b2b marketing,a new guide how to prove the value of b2b marketing,how_to,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0033,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,the ai perception-reality gap,the ai perception-reality gap,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0034,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How do answer engines decide which B2B content to cite?,how do answer engines decide which b2b content to cite,aeo_strategy,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0035,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,introducing search generative ai performance reports in search console,introducing search generative ai performance reports in search console,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0036,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,a new resource for optimizing for generative ai in google search,a new resource for optimizing for generative ai in google search,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0037,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,11 ways to automate seo with agent a,11 ways to automate seo with agent a,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0038,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how i use my ai marketing assistant after 200 hours,how i use my ai marketing assistant after 200 hours,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0039,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,we analyzed 137k sites 97 of llms txt files never get read,we analyzed 137k sites 97 of llms txt files never get read,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0040,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to level-up from seo tactician to search visibility leader,how to level-up from seo tactician to search visibility leader,how_to,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0041,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,9 vibe coding examples ai apps you can use right now to grow your website,9 vibe coding examples ai apps you can use right now to grow your website,examples,unknown,pillar-examples-case-studies,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0042,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,what is ai sentiment analysis a marketer s guide,what is ai sentiment analysis a marketer s guide,definition,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0043,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,bot traffic now exceeds traffic from human users,bot traffic now exceeds traffic from human users,measurement,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0044,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,12 seo writing tips to earn visibility 2026,12 seo writing tips to earn visibility 2026,measurement,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0045,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how rtcamp closed the ai perception gap costing them enterprise deals,how rtcamp closed the ai perception gap costing them enterprise deals,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0046,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,why 62 of ai citations don t lead to brand mentions study,why 62 of ai citations don t lead to brand mentions study,measurement,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0047,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to decide which ai search prompts to track,how to decide which ai search prompts to track,how_to,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0048,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,google s ai search optimization guide what to do next,google s ai search optimization guide what to do next,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0049,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to get indexed by chatgpt 2026,how to get indexed by chatgpt 2026,how_to,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0050,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,faqs for aeo how to structure answers that rank in answer engines,faqs for aeo how to structure answers that rank in answer engines,how_to,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0051,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,schema markup for aeo how to implement it to boost answer engine visibility in 2026,schema markup for aeo how to implement it to boost answer engine visibility in 2026,how_to,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0052,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,keyword research for aeo a guide for winning answer engine traffic in 2026,keyword research for aeo a guide for winning answer engine traffic in 2026,measurement,unknown,pillar-measurement-learning,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0053,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,on-page content formats answer engines actually favor new research,on-page content formats answer engines actually favor new research,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0054,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,the multiplier effect how linkedin ads boosts search content and pipeline,the multiplier effect how linkedin ads boosts search content and pipeline,other,unknown,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0055,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,fear of messing up the hidden emotion driving b2b decisions,fear of messing up the hidden emotion driving b2b decisions,other,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0056,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,the principles of buyability why strong deals stall and what separates the vendors who get chosen,the principles of buyability why strong deals stall and what separates the vendors who get chosen,vendor_evaluation,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0057,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to grow your ai search visibility with linkedin content,how to grow your ai search visibility with linkedin content,how_to,unknown,pillar-linkedin-led-gtm,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0058,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,how to rank in ai search results expert best practices,how to rank in ai search results expert best practices,how_to,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0059,manual-topic-seed-2026-06-18-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,6 best ai prospecting tools our picks for 2026,6 best ai prospecting tools our picks for 2026,vendor_evaluation,unknown,pillar-employee-generated-content,,manual_topic_seed,US,en,2026-06-18,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: map_as_h2_in_parent_topic:needs_parent_topic
dq-0060,manual-topic-seed-2026-06-19-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,"What is employee-generated content, and how is it different from employee advocacy?",what is employee-generated content and how is it different from employee advocacy,other,unknown,pillar-employee-generated-content,topic-egc-definition,manual_topic_seed,US,en,2026-06-19,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: monitor performance and add internal links
dq-0061,manual-topic-seed-2026-06-19-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How is employee-generated content different from employee advocacy?,how is employee-generated content different from employee advocacy,comparison,unknown,pillar-employee-generated-content,topic-egc-vs-advocacy,manual_topic_seed,US,en,2026-06-19,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: monitor performance and collect owner revisions before producing posts 2-20
dq-0062,manual-topic-seed-2026-06-19-daily-plan-topic-seeds-2026-06-18,manual_topic_seed,How do you turn employee expertise into useful LinkedIn posts?,how do you turn employee expertise into useful linkedin posts,how_to,unknown,pillar-content-operations,topic-turn-employee-expertise-into-posts,manual_topic_seed,US,en,2026-06-19,,,,,,,,,discovery_only,Generated from daily content plan topic candidates. Discovery-only topic seed. Does not validate demand or unlock packet intake. Next action: resolve_packet_intake_gate:source_readiness_needs_sme
